State,County,Court
Texas,Dallas,Carrollton Municipal Ct.
Texas,Dallas,Cedar Hill Municipal Ct.
Texas,Dallas,"Cleophas Steele, Jr., Precinct 1 Place 2"
Texas,Dallas,Cockrell Hill Municipal Ct.
Texas,Dallas,Coppell Municipal Ct.
Texas,Dallas,Dallas Municipal Ct.
Texas,Dallas,"Diana Marie Orozco-Garrett, Precinct 6 Place 1"
Texas,Dallas,Duncanville Municipal Ct.
Texas,Dallas,Farmers Branch Municipal Ct.
Texas,Dallas,Ferris Municipal Ct.
Texas,Dallas,Garland Municipal Ct.
Texas,Dallas,"Gerry Cooper, Precinct 2 Place 1"
Texas,Dallas,Glenn Heights Municipal Ct.
Texas,Dallas,Grand Prairie Municipal Ct.
Texas,Dallas,Highland Park Municipal Ct.
Texas,Dallas,Hutchins Municipal Ct.
Texas,Dallas,Irving Municipal Ct.
Texas,Dallas,"Jim Terry, Precinct 3 Place A"
Texas,Dallas,"John Fletcher Freeman, Precinct 5 Place A"
Texas,Dallas,"Juan Jasso, Precinct 5 Place 2"
Texas,Dallas,"Ken Blackington, Precinct 2 Place 2"
Texas,Dallas,Lancaster Municipal Ct.
Texas,Dallas,Luis D. Sepulveda Precinct 5 Place 1
Texas,Dallas,Mesquite Municipal Ct.
Texas,Dallas,"Michael Petty, Precinct 4 Place 1"
Texas,Dallas,Richardson Municipal Ct.
Texas,Dallas,"Robert A. Whitney, Precinct 4 Place 2"
Texas,Dallas,Rowlett Municipal Ct.
Texas,Dallas,"Sandra Ellis, Precinct 3 Place 2"
Texas,Dallas,Seagoville Municipal Ct.
Texas,Dallas,"Steven L. Seider, Precinct 3 Place 3"
Texas,Dallas,Sunnyvale Municipal Ct.
Texas,Dallas,"Thomas G. Jones, Precinct 1 Place 1"
Texas,Dallas,University Park Municipal Ct.
Texas,Dallas,"Valencia Nash, Precinct 1 Place 2"
Texas,Dallas,Wilmer Municipal Ct.
Texas,Dawson,"Denise P. Dyess, Countywide"
Texas,Dawson,Lamesa Municipal Ct.
Texas,De Witt,"Johnnie M. Turrentine, Countywide"
Texas,Deaf Smith,Hereford Municipal Ct.
Texas,Deaf Smith,Karen Foster Jp
Texas,Deaf Smith,Pecan Gap Municipal Ct.
Texas,Delta,Cooper Municipal Ct.
Texas,Delta,"Jerry Hagan, Precinct 5 Place 1"
Texas,Denton,Argyle Municipal Ct.
Texas,Denton,Aubrey Municipal Ct.
Texas,Denton,Bartonville Municipal Ct.
Texas,Denton,"Becky Kerbow, Precinct 3"
Texas,Denton,Clark
Texas,Denton,Copper Canyon Municipal Court
Texas,Denton,Corinth Municipal Ct.
Texas,Denton,Denton Municipal Ct.
Texas,Denton,Double Oak Municipal Ct.
Texas,Denton,Flower Mound Municipal Ct.
Texas,Denton,Hackberry
Texas,Denton,Hickory Creek Municipal Ct.
Texas,Denton,Highland Village Municipal Ct.
Texas,Denton,"J W Hand, Jp, Precinct 4"
Texas,Denton,"Joe Holland, Precinct 1"
Texas,Denton,"Judge James R Depiazza, Precinct 2"
Texas,Denton,Justin Municipal Ct.
Texas,Denton,Krugerville Municipal Court
Texas,Denton,Krum Municipal Ct.
Texas,Denton,Lake Dallas Municipal Ct.
Texas,Denton,Lakewood Village
Texas,Denton,Lewisville Municipal Ct.
Texas,Denton,"Lil Arnold, Precinct 7"
Texas,Denton,Little Elm Municipal Ct.
Texas,Denton,Marshall Creek Municipal Court
Texas,Denton,"Mike Bateman, Precinct 5"
Texas,Denton,Northlake Municipal Ct.
Texas,Denton,Oak Point Municipal Ct.
Texas,Denton,"Patty Larson, Precinct 6"
Texas,Denton,Pilot Point Municipal Ct.
Texas,Denton,Ponder Municipal Ct.
Texas,Denton,Roanoke Municipal Ct.
Texas,Denton,Sanger Municipal Ct.
Texas,Denton,Shady Shores Municipal Ct.
Texas,Denton,Southlake Municipal Ct.
Texas,Denton,The Colony Municipal Ct.
Texas,Denton,Trophy Club Municipal Ct.
Texas,Denton,Westlake Municipal Court
Texas,Dewitt,Cuero Municipal Ct.
Texas,Dewitt,"George W. (Bill) Robinson, Precinct 2 Place 1"
Texas,Dewitt,"Peggy Mayer, Precinct 1 Place 1"
Texas,Dewitt,Yorktown Municipal Ct.
Texas,Dickens,"Preston Givens, Precinct 3 Place 1"
Texas,Dickens,"Sandra Gayle Taylor, Precinct 1 Place 1"
Texas,Dimmit,"Alfredo Martinez, Precinct 4 Place 1"
Texas,Dimmit,Carrizo Springs Municipal Ct.
Texas,Dimmit,"Catarino Ruiz Jr., Precinct 3 Place 1"
Texas,Dimmit,"David S. Ortiz, Precinct 1 Place 1"
Texas,Donley,Clarendon Municipal Ct.
Texas,Donley,"Connie Havens, Precinct 1 And 2 Place 1"
Texas,Donley,Howardwick Municipal Court
Texas,Donley,"Patricia Ann Kennedy, Precinct 3 And 4 Place 2"
Texas,Duval,"Benny V. Garza, Precinct 3 Place 1"
Texas,Duval,Freer Municipal Ct.
Texas,Duval,"Jose Benito Canales, Precinct 4 Place 1"
Texas,Duval,"Lilia G. Salinas, Precinct 1 Place 1"
Texas,Duval,"Mary Davis Valadez, Precinct 2 Place 1"
Texas,Duval,San Diego Municipal Ct
Texas,Eastland,"Alford Bush, Precinct 2"
Texas,Eastland,Cisco Municipal Ct.
Texas,Eastland,Eastland Municipal Ct.
Texas,Eastland,Gorman Municipal Ct.
Texas,Eastland,"Jack E. Graham, Precinct 1"
Texas,Eastland,Ranger Municipal Ct.
Texas,Eastland,"Rex Louis Fields, Precinct 4"
Texas,Eastland,Rising Star Municipal Ct.
Texas,Ector,"Dennis Ray Bright, Precinct 2 Place 1"
Texas,Ector,"Eddy Willard Spivey, Precinct 4 Place 1"
Texas,Ector,Odessa Municipal Ct.
Texas,Ector,"Sherwood Kupper, Precinct 3 Place 1"
Texas,Ector,"Terry G. Lange, Precinct 1 Place 1"
Texas,Edwards,Joe D Baker Countywide
Texas,El Paso,Anthony Municipal Ct.
Texas,El Paso,"Bruce D. King, Precinct 7 Place 1"
Texas,El Paso,Clint Municipal Ct.
Texas,El Paso,El Paso Municipal Ct.
Texas,El Paso,Federal Magistrate Court
Texas,El Paso,"Fred Chavez, Precinct 5 Place 1"
Texas,El Paso,"Guadalupe Aponte, Precinct 3 Place 1"
Texas,El Paso,Horizon City Municipal Ct.
Texas,El Paso,"Rosalie Dominguez, Precinct 6 Place 2"
Texas,El Paso,"Rosalio Munoz, Jr., Precinct 4 Place 1"
Texas,El Paso,"Ruben Lujan, Precinct 6 Place 1"
Texas,El Paso,"Sissy Hernandez, Precinct 2 Place 1"
Texas,El Paso,Socorro Municipal Ct.
Texas,El Paso,"Steven Anderson, Precinct 1 Place 1"
Texas,El Paso,"Vinton, Village Of Municipal Ct."
Texas,Ellis,Bardwell Municipal Court
Texas,Ellis,"Curtis L. Polk, Precinct 3 Place 1"
Texas,Ellis,Ennis Municipal Ct.
Texas,Ellis,Garrett Municipal Ct.
Texas,Ellis,Italy Municipal Ct.
Texas,Ellis,"Jackie Miller, Jr., Precinct 2 Place 1"
Texas,Ellis,"Justice Of The Peace, Precinct 2"
Texas,Ellis,"Linda Sibley, Precinct 4 Place 1"
Texas,Ellis,Maypearl Municipal Court
Texas,Ellis,Midlothian Municipal Ct.
Texas,Ellis,Milford Municipal Ct.
Texas,Ellis,Oak Leaf Municipal Ct.
Texas,Ellis,Ovilla Municipal Ct.
Texas,Ellis,Palmer Municipal Ct.
Texas,Ellis,Pecan Hill Municipal Ct.
Texas,Ellis,Red Oak Municipal Ct.
Texas,Ellis,San Elizario Municipal Ct.
Texas,Ellis,Waxahachie Municipal Ct.
Texas,Ellis,"William Foster Woody, Precinct 1 Place 1"
Texas,Erath,Dublin Municipal Ct.
Texas,Erath,"Latrelle B. Cain, Precinct 2 Place 1"
Texas,Erath,"Shawnee Bass, Precinct 1 Place 1"
Texas,Erath,Stephenville Municipal Ct.
Texas,Falls,"F.A. Green, Sr., Precinct 2 Place 1"
Texas,Falls,"Karen Little Meyer, Precinct 1"
Texas,Falls,Lott Municipal Ct.
Texas,Falls,Marlin Municipal Ct.
Texas,Falls,"Prebble Polk, Precinct 3"
Texas,Falls,Rosebud Municipal Ct.
Texas,Falls,"Sharon Lynn Maxey, Precinct 4 Place 1"
Texas,Fannin,"Alan Hale, Precinct 2 Place 1"
Texas,Fannin,Bonham Municipal Ct.
Texas,Fannin,"C. Emery Banker, Precinct 3 Place 1"
Texas,Fannin,Ector Municipal Ct.
Texas,Fannin,Honey Grove Municipal Ct.
Texas,Fannin,"Joe C. Dale, Precinct 1 Place 1"
Texas,Fannin,Ladonia Municipal Ct.
Texas,Fannin,Leonard Municipal Ct.
Texas,Fannin,Savoy Municipal Ct.
Texas,Fannin,Trenton Municipal Ct.
Texas,Fayette,"Dan Mueller, Precinct 4 Place 1"
Texas,Fayette,Flatonia Municipal Ct.
Texas,Fayette,La Grange Municipal Ct.
Texas,Fayette,Schulenburg Municipal Ct.
Texas,Fayette,"Scott A Parker, Precinct 1 Place 1"
Texas,Fayette,"Sheila Coufal, Precinct 2 Place 1"
Texas,Fayette,"Tommy Tipton, Precinct 3 Place 1"
Texas,Fisher,"Luis Carrillo, Precinct 3 Place 1"
Texas,Fisher,"Tammy Morton, Jp, Precinct 1 Place 1"
Texas,Floyd,Floydada Municipal Ct.
Texas,Floyd,"Kirt Wyrick, Precincts 1 And 4"
Texas,Floyd,Lockney Municipal Ct.
Texas,Floyd,"Michelle Araujo, Precincts 2 And 3"
Texas,Foard,Crowell Municipal Ct.
Texas,Foard,"Sharon Borchardt, Countywide"
Texas,Franklin,Mount Vernon Municipal Ct.
Texas,Franklin,"Paul Lovier, Countywide"
Texas,Freestone,"Beth Gibson Ireland, Precinct 3"
Texas,Freestone,"Debra Hamilton, Precinct 2"
Texas,Freestone,Fair Oaks Ranch Municipal Ct.
Texas,Freestone,Freestone County Court
Texas,Freestone,"Shirley Mays, Precinct 4"
Texas,Freestone,Teague Municipal Ct.
Texas,Freestone,"Theresa Farris, Precinct 1"
Texas,Freestone,Wortham Municipal Ct.
Texas,Frio,"Arnulfo C. Luna, Precinct 3 Place 1"
Texas,Frio,Dilley Municipal Ct.
Texas,Frio,"Jack E. Proctor, Jr., Precinct 4 Place 1"
Texas,Frio,"James A. Sindon, Precinct 2 Place 1"
Texas,Frio,Pearsall Municipal Ct.
Texas,Frio,"Shanna J. Strong, Precinct 1 Place 1"
Texas,Gaines,"Jimmy Carlton Sterling, Precinct 2 Place 1"
Texas,Gaines,Seagraves Municipal Ct.
Texas,Gaines,Seminole Municipal Ct.
Texas,Gaines,"Tammy Clark, Precinct 1 Place 1"
Texas,Galveston,Bayou Vista Municipal Ct.
Texas,Galveston,Clear Lake Shores Municipal Ct.
Texas,Galveston,"Darrell Apffel, Precinct 5"
Texas,Galveston,Dickinson Municipal Ct.
Texas,Galveston,Friendswood Municipal Ct.
Texas,Galveston,Galveston Municipal Ct.
Texas,Galveston,Hitchcock Municipal Ct.
Texas,Galveston,Jamaica Beach Municipal Ct.
Texas,Galveston,"James Schweitzer, Precinct 1"
Texas,Galveston,"James Wesley Woltz, Precinct 8 Place 2"
Texas,Galveston,"Kathleen Mccumber, Precinct 8 Place 1"
Texas,Galveston,Kemah Municipal Ct.
Texas,Galveston,La Marque Municipal Ct.
Texas,Galveston,League City Municipal Ct.
Texas,Galveston,"Mark Allen Foster, Precinct 7"
Texas,Galveston,"Michael W. Nelson, Precinct 4"
Texas,Galveston,"Patricia A. Vondra, Precinct 9"
Texas,Galveston,"Penny L. Pope, Precinct 2"
Texas,Galveston,Santa Fe Municipal Ct.
Texas,Galveston,"Sonny B. James, Precinct 3"
Texas,Galveston,Texas City Municipal Ct.
Texas,Galveston,"Tiki Island, Village Of Municipal Ct."
Texas,Garza,"Dee C. Justice, Precinct 2 Place 1"
Texas,Garza,"Gordon Terry, Precinct 1 Place 1"
Texas,Garza,Post Municipal Ct.
Texas,Gillespie,"Carl E. Schoessow, Precinct 2 Place 1"
Texas,Gillespie,Fredericksburg Municipal Ct.
Texas,Gillespie,"Louis Rech, Precinct 1 Place 1"
Texas,Glasscock,"Marilee Jost, Countywide"
Texas,Goliad,"Steven Kennedy, Precinct 2"
Texas,Goliad,Sylvia A. Arriazola Precinct 1
Texas,Gonzales,"Calvin R. Pullin, Precinct 4 Place 1"
Texas,Gonzales,Darryl Becker Precinct 1 Place 1
Texas,Gonzales,"Evlogio Melchor, Precinct 3 Place 1"
Texas,Gonzales,Gonzales Municipal Ct.
Texas,Gonzales,Nixon Municipal Ct.
Texas,Gonzales,Smiley Municipal Ct.
Texas,Gonzales,Waelder Municipal Ct.
Texas,Gray,"Joe P. Martinez, Precinct 1 And 3"
Texas,Gray,"Kurt R. Curfman, Precinct 2 Place 1"
Texas,Gray,Lefors Municipal Ct.
Texas,Gray,"Mary Ann Carpenter, Precinct 4 Place 1"
Texas,Gray,Pampa Municipal Ct.
Texas,Grayson,Bells Municipal Ct.
Texas,Grayson,Collinsville Municipal Ct.
Texas,Grayson,"David N. Watson, Precinct 6"
Texas,Grayson,Denison Municipal Ct.
Texas,Grayson,"Floyd S. Kunkle, Precinct 8"
Texas,Grayson,"Gregory J. Middents, Precinct 1"
Texas,Grayson,Gunter Municipal Ct.
Texas,Grayson,Howe Municipal Ct.
Texas,Grayson,"James E. Harris, Precinct 2"
Texas,Grayson,"Larry R. Ashley, Precinct 4"
Texas,Grayson,"Michael Leonard Reeves, Precinct 7"
Texas,Grayson,"Mike Reeves, Precinct 3"
Texas,Grayson,Pottsboro Municipal Ct.
Texas,Grayson,Sherman Municipal Ct.
Texas,Grayson,Southmayd Municipal Ct.
Texas,Grayson,Tioga Municipal Ct.
Texas,Grayson,Tom Bean Municipal Ct.
Texas,Grayson,Van Alstyne Municipal Ct.
Texas,Grayson,Whitewright Municipal Ct.
Texas,Gregg,"Arthur L. Fort, Precinct 2 Place 1"
Texas,Gregg,"B. H. Jameson, Precinct 1 Place 1"
Texas,Gregg,Clarksville City Municipal Ct.
Texas,Gregg,Easton Municipal Ct.
Texas,Gregg,Gladewater Municipal Ct.
Texas,Gregg,Kilgore Municipal Ct.
Texas,Gregg,Lakeport Municipal Ct.
Texas,Gregg,Longview Municipal Ct.
Texas,Gregg,"Sam Lawson, Precinct 4 Place 1"
Texas,Gregg,"Talyna Bennett Carlson, Precinct 3 Place 1"
Texas,Gregg,White Oak Municipal Ct.
Texas,Grimes,"A Jean Stapleton, Precinct 1 Place 1"
Texas,Grimes,"Joe Imhoff, Precinct 2 Place 1"
Texas,Grimes,"John Le Flore, Precinct 3 Place 1"
Texas,Grimes,Navasota Municipal Ct.
Texas,Guadalupe,Cibolo Municipal Ct.
Texas,Guadalupe,"Edmundo Castellanos, Precinct 2 Place 1"
Texas,Guadalupe,Guadalupe County Court Of Law #2
Texas,Guadalupe,"Larry Morawietz, Precinct 4 Place 1"
Texas,Guadalupe,Marion Municipal Ct.
Texas,Guadalupe,"Roy W. Richard, Precinct 3 Place 1"
Texas,Guadalupe,Schertz Municipal Ct.
Texas,Guadalupe,Seguin Municipal Ct.
Texas,Guadalupe,"William Darrell Hunter, Precinct 1 Place 1"
Texas,Hale,Abernathy Municipal Ct.
Texas,Hale,Hale Center Municipal Ct.
Texas,Hale,"Karen Davis, Precinct 3 Place 1"
Texas,Hale,"Kaye Phillips, Precinct 1 Place 1"
Texas,Hale,Petersburg Municipal Ct.
Texas,Hale,Plainview Municipal Ct.
Texas,Hall,"Cody Bell, Precinct 4 Place 1"
Texas,Hall,Estelline Municipal Ct.
Texas,Hall,Memphis Municipal Ct.
Texas,Hall,"Thomas W. Tippett, Precincts 1, 2, And 3 Place 1"
Texas,Hamilton,Hamilton Municipal Ct.
Texas,Hamilton,Hico Municipal Ct.
Texas,Hamilton,"James Lively, Precinct 1 Place 1"
Texas,Hamilton,"Laurie Lynn Brous, Precinct 3 Place 1"
Texas,Hansford,"Bob Davis, Countywide"
Texas,Hansford,Gruver Municipal Ct.
Texas,Hansford,Spearman Municipal Ct.
Texas,Hardeman,Chillicothe Municipal Ct.
Texas,Hardeman,"Linda Hollenbaugh, Countywide"
Texas,Hardeman,Quanah Municipal Ct.
Texas,Hardin,"Kathy Jo Simpson, Precinct 2 Place 1"
Texas,Hardin,"Kenneth Ray Enloe, Precinct 6 Place 1"
Texas,Hardin,Kountze Municipal Ct.
Texas,Hardin,Lumberton Municipal Ct.
Texas,Hardin,"Randall Kent Walker, Precinct 4 Place 1"
Texas,Hardin,"Robert W. Ward, Precinct 1 Place 1"
Texas,Hardin,Silsbee Municipal Ct.
Texas,Hardin,Sour Lake Municipal Ct.
Texas,Hardin,"W. W. (Butch) Cummings, Precinct 5 Place 1"
Texas,Hardin,"Walter Ray Overstreet, Precinct 3 Place 1"
Texas,Harris,"Anthony L. Polumbo, Precinct 3 Place 2"
Texas,Harris,"Armando V. Rodriguez, Precinct 6 Place 2"
Texas,Harris,Baytown Municipal Ct.
Texas,Harris,Bellaire Municipal Ct.
Texas,Harris,Bunker Hill Municipal Ct.
Texas,Harris,"Dale M. Gorczynski, Precinct 1 Place 1"
Texas,Harris,"David Patronella, Precinct 1 Place 2"
Texas,Harris,Deer Park Municipal Ct.
Texas,Harris,El Lago Municipal Ct.
Texas,Harris,Galena Park Municipal Ct.
Texas,Harris,"George E. Risner, Precinct 2 Place 2"
Texas,Harris,Hedwig Village Municipal Ct.
Texas,Harris,"Hilary H Green, Precinct 7 Place 1"
Texas,Harris,Hilshire Village Municipal Ct.
Texas,Harris,Houston Municipal Ct.
Texas,Harris,Humble Municipal Ct.
Texas,Harris,Hunters Creek Village Municipal Ct
Texas,Harris,"J. Kent Adams, Precinct 4 Place 1"
Texas,Harris,Jacinto City Municipal Ct.
Texas,Harris,Jersey Village Municipal Ct.
Texas,Harris,"Joann Delgado, Precinct 2 Place 1"
Texas,Harris,Katy Municipal Ct.
Texas,Harris,La Porte Municipal Ct.
Texas,Harris,"Louie Ditta, Precinct 8 Place 2"
Texas,Harris,"Mike Edward Parrott, Precinct 3 Place 1"
Texas,Harris,"Molly Darlene Maness, Precinct 8 Place 1"
Texas,Harris,Morgans Point Municipal Ct
Texas,Harris,Nassau Bay Municipal Ct.
Texas,Harris,Pasadena Municipal Ct.
Texas,Harris,Piney Point Village Municipal Ct.
Texas,Harris,"Richard C. Vara, Precinct 6 Place 1"
Texas,Harris,"Russ Ridgway, Precinct 5 Place 1"
Texas,Harris,Seabrook Municipal Ct.
Texas,Harris,Shoreacres Municipal Ct.
Texas,Harris,South Houston Municipal Ct.
Texas,Harris,Spring Valley Municipal Ct.
Texas,Harris,Taylor Lake Village Municipal Ct.
Texas,Harris,"Thomas Eugene Lawrence, Precinct 4 Place 2"
Texas,Harris,Tomball Municipal Ct.
Texas,Harris,Webster Municipal Ct.
Texas,Harris,West University Place Municipal Ct.
Texas,Harris,"William Vance Yeoman, Precinct 5 Place 2"
Texas,Harris,"Zinetta A. Burney, P 7 P 2"
Texas,Harrison,Hallsville Municipal Ct.
Texas,Harrison,"Hugh P. Taylor, Precinct 1 Place 2"
Texas,Harrison,"Kenneth R Alford, Precinct 2 Place 1"
Texas,Harrison,Marshall Municipal Ct.
Texas,Harrison,"Melba M. Oney, Precinct 4 Place 2"
Texas,Harrison,"Nancy S. George, Precinct 4 Place 1"
Texas,Harrison,"R. Michael Smith, Precinct 3 Place 1"
Texas,Harrison,Waskom Municipal Ct.
Texas,Hartley,Edwyna Womble Countywide
Texas,Haskell,Haskell Municipal Ct.
Texas,Haskell,"Lynn Dodson, Precinct 1 Place 1"
Texas,Haskell,Rochester Municipal Ct.
Texas,Haskell,Rule Municipal Ct.
Texas,Haskell,Stamford Municipal Ct.
Texas,Hays,"Andrew Winston Cable, Precinct 3 Place 1"
Texas,Hays,"Beth Hanna Smith, Precinct 2 Place 1"
Texas,Hays,"Jo Anne Prado, P 1 P 1"
Texas,Hays,Kyle Municipal Ct.
Texas,Hays,"Margie Hernandez, Precinct 1 Place 2"
Texas,Hays,"O. Lamont Ramage, Precinct 5 Place 1"
Texas,Hays,San Marcos Municipal Ct.
Texas,Hays,Terry L Kyle Precinct 4 Place 1
Texas,Hays,Woodcreek Municipal Ct.
Texas,Hemphill,"James Larry Dunnam, Countywide"
Texas,Henderson,Athens Municipal Ct.
Texas,Henderson,Berryville Municipal Ct.
Texas,Henderson,Brownsboro Municipal Ct.
Texas,Henderson,Caney City Municipal Ct.
Texas,Henderson,Chandler Municipal Ct.
Texas,Henderson,City Of Payne Springs Municipal Court
Texas,Henderson,Coffee City Municipal Ct.
Texas,Henderson,"Dayle Blalock, Precinct 2"
Texas,Henderson,Eustace Municipal Ct.
Texas,Henderson,Gun Barrel City Municipal Ct.
Texas,Henderson,"Henry S. Ashford, Precinct 1"
Texas,Henderson,"Jerry Sue Starnes, Precinct 3"
Texas,Henderson,"Judy D. Newman, Precinct 5"
Texas,Henderson,Log Cabin Municipal Ct.
Texas,Henderson,Malakoff Municipal Ct.
Texas,Henderson,"Milton K. Adams, Precinct 6"
Texas,Henderson,Payne Springs Municipal Court
Texas,Henderson,Seven Points Municipal Ct.
Texas,Henderson,Star Harbor Municipal Ct.
Texas,Henderson,"Sue Tarrant, Precinct 4"
Texas,Henderson,Tool Municipal Ct.
Texas,Henderson,Trinidad Municipal Ct.
Texas,Hidalgo,370th District Court
Texas,Hidalgo,Alamo Municipal Ct.
Texas,Hidalgo,Alton Municipal Ct.
Texas,Hidalgo,"Charlie Espinoza, Precinct 4 Place 1"
Texas,Hidalgo,Donna Municipal Ct.
Texas,Hidalgo,Edcouch Municipal Ct.
Texas,Hidalgo,Edinburg Municipal Ct.
Texas,Hidalgo,Elsa Municipal Ct.
Texas,Hidalgo,"Gilberto Saenz, Precinct 1 Place 1"
Texas,Hidalgo,Hidalgo Municipal Ct.
Texas,Hidalgo,"Ismael Ochoa, Precinct 3 Place 2"
Texas,Hidalgo,"Jesus E. Morales, Precinct 1 Place 2"
Texas,Hidalgo,La Joya Municipal Ct.
Texas,Hidalgo,La Villa Municipal Ct.
Texas,Hidalgo,"Luis Garza, Precinct 3 Place 1"
Texas,Hidalgo,"Mary Alice Palacios, Precinct 4 Place 2"
Texas,Hidalgo,Mcallen Municipal Ct.
Texas,Hidalgo,Mercedes Municipal Ct.
Texas,Hidalgo,Mission Municipal Ct.
Texas,Hidalgo,Palm Hurst Municipal Court
Texas,Hidalgo,Palmview Municipal Ct.
Texas,Hidalgo,Penitas Municipal Ct.
Texas,Hidalgo,Pharr Municipal Ct.
Texas,Hidalgo,Progreso Municipal Ct.
Texas,Hidalgo,"Robert Contreras, Precinct 2 Place 1"
Texas,Hidalgo,"Rosa E. Trevino, Precinct 2 Place 2"
Texas,Hidalgo,San Juan Municipal Ct.
Texas,Hidalgo,"Speedy Jackson, Precinct 5 Place 1"
Texas,Hidalgo,Sullivan City Municipal Court
Texas,Hidalgo,Weslaco Municipal Ct.
Texas,Hill,Covington Municipal Court
Texas,Hill,"Eugene Fulton, Precinct 3 Place 1"
Texas,Hill,Hillsboro Municipal Ct.
Texas,Hill,Hubbard Municipal Ct.
Texas,Hill,Itasca Municipal Ct.
Texas,Hill,"John K. Milburn, Precinct 1 Place 1"
Texas,Hill,Malone Municipal Court
Texas,Hill,"Martis E. Ward, Precinct 4 Place 1"
Texas,Hill,"Tanya D. Seaman, Precinct 2 Place 1"
Texas,Hill,Whitney Municipal Ct.
Texas,Hockley,Anton Municipal Ct.
Texas,Hockley,"Billy Joe Collins, Precinct 2 Place 1"
Texas,Hockley,"Jerry Bourdreaux, Precinct 5 Place 1"
Texas,Hockley,Levelland Municipal Ct.
Texas,Hockley,"Rita Diane Conkin, Precinct 4 Place 1"
Texas,Hockley,Ropesville Municipal Ct.
Texas,Hockley,"Sue S. Coker, Precinct 1 Place 1"
Texas,Hockley,Sundown Municipal Ct.
Texas,Hood,Granbury Municipal Ct.
Texas,Hood,"Judy Bolton Watson, Precinct 3 And 4"
Texas,Hood,Lipan Municipal Court
Texas,Hood,"Martin Castillo, Precinct 1 And 2"
Texas,Hood,Tolar Municipal Ct.
Texas,Hopkins,Como Municipal Ct.
Texas,Hopkins,Cumby Municipal Ct.
Texas,Hopkins,"Ronny Glossup, Precinct 2 Place 1"
Texas,Hopkins,Sulphur Springs Municipal Ct.
Texas,Hopkins,"Yvonne M. King, Precinct 1 Place 1"
Texas,Houston,314th Juvenile Court
Texas,Houston,Crockett Municipal Ct.
Texas,Houston,Grapeland Municipal Ct.
Texas,Houston,"James Alec Williamson, Precinct 1 Place 1"
Texas,Houston,"Kathie Lee Bush, Precinct 2 Place 1"
Texas,Howard,"Bennie Joe Green, Precinct 1 Place 1"
Texas,Howard,Big Spring Municipal Ct.
Texas,Howard,"Kathryn Gay Wiseman, Precinct 1 Place 2"
Texas,Howard,"Quail Marvin Dobbs, Precinct 2 Place 1"
Texas,Hudspeth,"David Bryan Walker, Precinct 3 Place 1"
Texas,Hudspeth,"Juanita Collier, Precinct 4 Place 1"
Texas,Hudspeth,"Margie G. Aguilar, Precinct 2 Place 1"
Texas,Hudspeth,"Sara Ibarra, Precinct 1 Place 1"
Texas,Hunt,Caddo Mills Municipal Ct.
Texas,Hunt,Celeste Municipal Ct.
Texas,Hunt,Commerce Municipal Ct.
Texas,Hunt,Greenville Municipal Ct.
Texas,Hunt,Hawk Cove Municipal Ct.
Texas,Hunt,"James Edward Erwin, Precinct 1 Place 2"
Texas,Hunt,"James Hershey Barnett, Precinct 4 Place 1"
Texas,Hunt,"Jennifer Reeves Warren, Precinct 2 Place 1"
Texas,Hunt,"Jimmy Summrow, Precinct 3 Place 1"
Texas,Hunt,"Kenneth N. Peters, Precinct 1 Place 1"
Texas,Hunt,Lone Oak Municipal Ct.
Texas,Hunt,Quinlan Municipal Ct.
Texas,Hunt,West Tawakoni Municipal Ct.
Texas,Hunt,Wolfe City Municipal Ct.
Texas,Hutchinson,Borger Municipal Ct.
Texas,Hutchinson,Cindy Irwin Precinct 2
Texas,Hutchinson,Fritch Municipal Ct.
Texas,Hutchinson,"Marvin Spencer, Precinct 1"
Texas,Hutchinson,Stinnett Municipal Ct.
Texas,Irion,"Donna K. Smith, Countywide"
Texas,Irion,Mertzon Municipal Court
Texas,Jack,Jacksboro Municipal Ct.
Texas,Jack,"James Nolan Dunlap, Jr., Countywid"
Texas,Jackson,"Dwayne Taylor, Precinct 2 Place 1"
Texas,Jackson,Edna Municipal Ct.
Texas,Jackson,Ganado Municipal Ct.
Texas,Jackson,La Ward Municipal Ct.
Texas,Jackson,"R.W. Doelitsch, Precinct 1 Place 1"
Texas,Jasper,"Brett Holloway, Precinct 5 Place 1"
Texas,Jasper,"Freddie Miller, Precinct 2 Place 1"
Texas,Jasper,Jasper Municipal Ct.
Texas,Jasper,"Joe Wilkinson, Precinct 4 Place 1"
Texas,Jasper,Kirbyville Municipal Ct.
